,0,1,2,3,4,5,6,7,8,9
26,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0
27,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0
28,1.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0
29,1.0,3.0,2.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0
30,4.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,3.0,1.0
31,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
32,1.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,0.0,2.0
33,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0
34,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
35,2.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0
36,1.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0
37,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0
38,3.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0
39,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
40,3.0,4.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0
41,1.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0
42,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0
43,2.0,4.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0
44,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0
45,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0
46,2.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
47,0.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
48,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
49,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
50,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0
51,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0
52,3.0,3.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0
53,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
54,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0
55,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0
56,1.0,5.0,4.0,2.0,2.0,2.0,0.0,5.0,3.0,1.0
57,2.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0
58,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0
59,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0
60,1.0,4.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0
61,0.0,3.0,2.0,1.0,0.0,3.0,-0.0,3.0,1.0,1.0
62,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
63,3.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0
64,1.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0
65,0.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0
66,2.0,4.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0
67,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0
68,1.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0
69,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0
70,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0
71,3.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0
72,2.0,3.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0
73,3.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0
74,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0
75,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0
76,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0
77,2.0,5.0,2.0,2.0,2.0,0.0,2.0,4.0,3.0,2.0
78,2.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0
79,2.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0
80,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
81,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0
82,2.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,-0.0,1.0
83,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
84,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0
85,1.0,4.0,3.0,-0.0,3.0,2.0,3.0,4.0,2.0,3.0
